flight_date,record_created_date,flight_type,origin_airport,destination_airport,aircraft_type,pilot_name,passengers,scheduled_duration_hours,actual_duration_hours,departure_delay_minutes,arrival_delay_minutes
2026-03-31,2026-03-29,Domestic,BCD,CRK,Airbus A320,Pilot L,189,1.61,1.79,12,20
2026-03-03,2026-02-26,Domestic,KLO,ILO,Boeing 737-800,Pilot D,168,1.41,1.3,18,-2
2026-03-08,2026-03-01,International,KLO,DVO,ATR 72-600,Pilot H,61,6.39,6.25,-2,-8
2026-03-04,2026-03-03,Domestic,ILO,KLO,Airbus A320,Pilot D,130,0.95,0.86,14,3
2026-03-05,2026-02-26,Domestic,BCD,DGT,Airbus A320,Pilot H,102,1.45,1.78,25,34
2026-04-22,2026-04-19,Domestic,PPS,BCD,Embraer E190,Pilot G,40,0.91,1.92,55,62
2026-04-21,2026-04-15,International,DGT,PPS,Airbus A321,Pilot B,48,5.78,6.22,9,22
2026-04-20,2026-04-14,Domestic,BCD,CEB,Boeing 737-800,Pilot F,138,2.16,2.35,11,7
2026-03-04,2026-03-02,Domestic,CEB,DGT,Airbus A320,Pilot B,62,1.61,2.28,46,34
2026-03-05,2026-03-02,Domestic,KLO,DVO,Airbus A320,Pilot K,202,1.15,1.1,0,8
2026-03-18,2026-03-11,Domestic,CRK,DGT,Boeing 737-800,Pilot I,52,3.1,2.86,-10,-15
2026-04-04,2026-04-03,Domestic,MNL,ILO,ATR 72-600,Pilot L,91,2.2,2.87,18,42
2026-03-21,2026-03-20,Domestic,MNL,DGT,Airbus A320,Pilot K,256,2.43,3.07,36,39
2026-03-30,2026-03-27,Domestic,KLO,TAG,ATR 72-600,Pilot C,195,2.08,2.37,20,19
2026-03-11,2026-03-06,Domestic,DGT,PPS,Boeing 737-800,Pilot I,162,2.74,3.04,10,23
2026-04-14,2026-04-08,Domestic,KLO,DGT,Airbus A320,Pilot B,43,2.95,2.49,-10,-6
2026-03-20,2026-03-16,Domestic,ILO,BCD,Airbus A321,Pilot L,49,1.72,1.63,11,-14
2026-03-05,2026-03-01,Domestic,MNL,TAG,Airbus A320,Pilot J,239,2.46,2.92,39,25
2026-04-15,2026-04-08,International,BCD,CEB,Airbus A321,Pilot I,215,5.42,5.48,-10,14
2026-04-25,2026-04-23,Domestic,MNL,KLO,Boeing 737-800,Pilot L,249,2.36,2.65,7,14
2026-03-01,2026-02-22,Domestic,TAG,KLO,Airbus A321,Pilot K,217,1.76,1.46,3,-15
2026-03-27,2026-03-24,International,TAG,CEB,Airbus A320,Pilot K,40,8.81,8.89,-3,8
2026-04-20,2026-04-18,Domestic,DGT,PPS,Boeing 737-800,Pilot B,217,3.09,3.2,17,12
2026-04-13,2026-04-06,Domestic,DVO,KLO,Boeing 737-800,Pilot A,140,2.88,3.13,22,11
2026-04-22,2026-04-17,Domestic,CEB,KLO,Boeing 737-800,Pilot L,192,1.5,1.5,22,6
2026-03-26,2026-03-22,Domestic,DVO,BCD,Boeing 737-800,Pilot D,131,3.19,3.29,-9,14
2026-03-23,2026-03-20,Domestic,PPS,TAG,Airbus A320,Pilot F,198,1.56,1.45,-10,-15
2026-04-13,2026-04-09,International,DVO,TAG,Boeing 737-800,Pilot A,225,11.24,11.35,18,8
2026-03-10,2026-03-04,Domestic,TAG,CEB,Airbus A321,Pilot H,254,2.84,2.96,1,8
2026-03-15,2026-03-13,Domestic,CEB,KLO,Airbus A321,Pilot J,158,1.53,3.03,52,85
2026-04-06,2026-04-04,Domestic,MNL,CRK,Airbus A320,Pilot K,101,1.88,2.93,53,68
2026-04-10,2026-04-07,Domestic,DVO,PPS,Boeing 737-800,Pilot G,174,2.4,3.11,56,46
2026-03-08,2026-03-04,Domestic,PPS,KLO,Boeing 737-800,Pilot H,149,1.11,1.55,-9,24
2026-04-01,2026-03-26,Domestic,BCD,DGT,Airbus A321,Pilot G,84,1.81,1.73,25,6
2026-03-23,2026-03-21,Domestic,CRK,ILO,ATR 72-600,Pilot F,199,1.54,2.25,31,41
2026-03-31,2026-03-25,Domestic,BCD,DVO,ATR 72-600,Pilot G,56,2.42,3.05,29,43
2026-04-28,2026-04-21,Domestic,BCD,CEB,Airbus A320,Pilot L,128,1.13,1.12,4,-7
2026-03-05,2026-03-01,Domestic,KLO,DGT,Boeing 737-800,Pilot D,192,1.36,2.39,40,58
2026-04-30,2026-04-23,Domestic,KLO,CEB,Airbus A321,Pilot F,242,2.51,2.69,12,8
2026-03-28,2026-03-21,Domestic,CEB,CRK,Embraer E190,Pilot H,176,1.17,1.53,15,33
2026-04-17,2026-04-11,Domestic,DVO,TAG,Airbus A320,Pilot G,255,1.81,1.55,-10,-15
2026-03-26,2026-03-23,Domestic,KLO,DGT,Airbus A321,Pilot A,223,2.51,2.99,26,37
2026-03-19,2026-03-16,Domestic,CEB,ILO,Airbus A321,Pilot D,91,2.64,2.7,6,4
2026-04-17,2026-04-10,Domestic,ILO,MNL,Airbus A320,Pilot H,225,1.03,1.55,22,48
2026-04-11,2026-04-07,Domestic,CEB,MNL,Boeing 737-800,Pilot I,113,2.84,3.01,17,21
2026-03-09,2026-03-08,Domestic,PPS,DGT,Airbus A321,Pilot I,178,2.54,3.4,16,43
2026-04-13,2026-04-07,Domestic,CEB,MNL,Airbus A320,Pilot L,84,1.61,2.07,11,25
2026-04-15,2026-04-12,International,MNL,BCD,Boeing 737-800,Pilot I,158,5.98,6.47,29,32
2026-03-24,2026-03-17,Domestic,BCD,ILO,ATR 72-600,Pilot G,189,2.55,2.89,8,27
2026-04-26,2026-04-20,Domestic,DVO,MNL,ATR 72-600,Pilot D,241,2.24,2.26,-10,9
2026-04-09,2026-04-08,Domestic,CRK,CEB,Airbus A321,Pilot E,247,2.14,2.8,25,38
2026-03-21,2026-03-14,Domestic,CRK,BCD,Airbus A321,Pilot J,216,2.56,2.27,-6,-15
2026-03-01,2026-02-22,Domestic,DVO,PPS,Airbus A320,Pilot F,162,3.2,3.14,-10,-15
2026-04-11,2026-04-05,International,PPS,DVO,ATR 72-600,Pilot I,234,4.96,5.27,-10,20
2026-03-13,2026-03-11,Domestic,BCD,PPS,Boeing 737-800,Pilot B,63,2.74,2.75,18,0
2026-04-16,2026-04-11,Domestic,DVO,BCD,Boeing 737-800,Pilot B,259,2.59,2.94,10,31
2026-04-02,2026-03-26,Domestic,BCD,DVO,ATR 72-600,Pilot C,84,2.85,2.94,-10,8
2026-03-29,2026-03-23,Domestic,PPS,CEB,Airbus A320,Pilot C,128,3.09,3.04,4,-4
2026-03-10,2026-03-06,Domestic,KLO,ILO,Boeing 737-800,Pilot H,239,1.26,1.33,38,7
2026-04-13,2026-04-08,Domestic,KLO,TAG,Airbus A320,Pilot H,197,1.2,1.09,2,-3
2026-03-11,2026-03-08,Domestic,DGT,CEB,Airbus A320,Pilot G,226,2.21,3.08,8,50
2026-03-26,2026-03-24,International,ILO,DVO,Airbus A321,Pilot D,191,6.23,6.81,35,24
2026-04-21,2026-04-16,Domestic,CRK,BCD,Airbus A321,Pilot G,172,2.17,2.54,30,21
2026-04-26,2026-04-22,Domestic,KLO,CRK,Embraer E190,Pilot B,78,2.72,3.21,34,21
2026-04-30,2026-04-28,International,TAG,PPS,Airbus A321,Pilot F,259,4.61,4.97,-10,17
2026-04-28,2026-04-23,Domestic,PPS,BCD,ATR 72-600,Pilot B,180,1.8,2.78,50,51
2026-04-03,2026-03-31,Domestic,MNL,KLO,Boeing 737-800,Pilot A,187,2.52,2.78,26,20
2026-03-13,2026-03-08,Domestic,ILO,KLO,Boeing 737-800,Pilot B,134,1.27,2.85,66,96
2026-04-21,2026-04-18,Domestic,PPS,TAG,Embraer E190,Pilot B,249,2.08,2.22,-5,10
2026-04-18,2026-04-11,Domestic,DVO,ILO,Airbus A321,Pilot F,139,0.85,0.67,-10,-15
2026-04-30,2026-04-24,Domestic,DGT,DVO,Airbus A321,Pilot G,81,2.01,2.02,12,-5
2026-04-09,2026-04-05,Domestic,TAG,CEB,Airbus A320,Pilot H,79,2.11,2.66,6,32
2026-03-09,2026-03-04,Domestic,TAG,CRK,Airbus A320,Pilot F,193,2.57,3.19,26,31
2026-03-31,2026-03-29,Domestic,MNL,BCD,ATR 72-600,Pilot C,203,2.36,2.51,36,13
2026-03-28,2026-03-21,Domestic,KLO,ILO,Airbus A321,Pilot A,85,1.66,1.52,10,-15
2026-04-21,2026-04-19,Domestic,KLO,ILO,Airbus A321,Pilot I,193,0.81,0.8,7,-8
2026-03-24,2026-03-17,International,BCD,ILO,Airbus A320,Pilot L,259,10.22,10.4,23,6
2026-03-21,2026-03-15,Domestic,TAG,DGT,Airbus A321,Pilot D,157,3.14,2.91,6,-15
2026-03-05,2026-03-03,Domestic,CRK,DGT,Boeing 737-800,Pilot C,253,3.01,2.93,5,-10
2026-04-20,2026-04-19,Domestic,KLO,CEB,Airbus A321,Pilot D,74,1.58,1.86,35,23
2026-04-16,2026-04-10,Domestic,BCD,CEB,ATR 72-600,Pilot C,128,1.42,2.06,40,37
2026-03-03,2026-02-24,Domestic,PPS,DVO,Boeing 737-800,Pilot C,162,1.85,3.07,36,71
2026-03-27,2026-03-21,Domestic,PPS,TAG,ATR 72-600,Pilot F,118,2.46,2.43,8,8
2026-03-30,2026-03-29,Domestic,CRK,ILO,Airbus A320,Pilot J,62,1.66,1.58,-10,-8
2026-03-29,2026-03-24,International,DGT,TAG,Boeing 737-800,Pilot I,140,5.97,6.2,9,23
2026-04-26,2026-04-23,Domestic,MNL,BCD,Airbus A320,Pilot L,114,1.77,1.65,-5,-4
2026-03-10,2026-03-03,Domestic,ILO,KLO,Airbus A321,Pilot E,84,1.43,1.78,9,21
2026-03-19,2026-03-13,International,BCD,DVO,Boeing 737-800,Pilot F,121,6.05,6.08,-3,7
2026-03-12,2026-03-06,International,MNL,CRK,Boeing 737-800,Pilot E,131,4.26,4.59,12,19
2026-03-15,2026-03-12,Domestic,ILO,CEB,Airbus A320,Pilot A,234,2.38,3.14,-10,45
2026-04-25,2026-04-22,Domestic,KLO,BCD,ATR 72-600,Pilot E,148,2.06,2.14,-10,11
2026-04-27,2026-04-21,Domestic,BCD,DVO,Airbus A320,Pilot D,131,1.45,1.93,39,25
2026-03-03,2026-03-02,Domestic,CEB,DVO,Boeing 737-800,Pilot F,125,2.13,2.09,-9,3
2026-04-08,2026-04-07,Domestic,DVO,MNL,Embraer E190,Pilot B,171,1.98,2.3,12,3
2026-03-15,2026-03-14,International,DVO,PPS,Boeing 737-800,Pilot I,100,10.34,11.09,33,46
2026-03-12,2026-03-08,International,BCD,DGT,ATR 72-600,Pilot K,232,7.92,7.98,32,12
2026-03-18,2026-03-17,Domestic,CRK,ILO,Boeing 737-800,Pilot L,132,1.11,1.23,29,14
2026-03-12,2026-03-07,Domestic,KLO,DGT,ATR 72-600,Pilot B,133,2.92,3.56,19,30
2026-03-30,2026-03-28,International,PPS,DGT,Boeing 737-800,Pilot B,54,5.32,6.12,28,51
2026-04-30,2026-04-23,International,PPS,KLO,Boeing 737-800,Pilot L,234,4.9,5.67,42,56
2026-04-05,2026-04-01,Domestic,CEB,BCD,Airbus A320,Pilot K,143,1.7,2.49,21,41
2026-04-14,2026-04-13,Domestic,DGT,ILO,Boeing 737-800,Pilot H,70,1.63,1.61,-10,2
2026-03-31,2026-03-26,International,CEB,KLO,Airbus A320,Pilot D,77,5.68,5.89,0,8
2026-03-01,2026-02-26,Domestic,MNL,KLO,Embraer E190,Pilot G,120,3.16,3.66,27,23
2026-03-06,2026-03-04,Domestic,MNL,PPS,Airbus A320,Pilot G,211,2.26,2.59,-2,18
2026-03-17,2026-03-12,International,DVO,BCD,Airbus A320,Pilot K,60,7.36,8.83,48,71
2026-03-15,2026-03-08,International,TAG,KLO,ATR 72-600,Pilot G,66,5.03,5.07,11,15
2026-04-21,2026-04-14,International,DVO,MNL,Airbus A320,Pilot A,163,4.31,4.5,14,17
2026-04-21,2026-04-17,Domestic,BCD,DGT,Airbus A321,Pilot I,149,1.22,2.37,37,71
2026-04-22,2026-04-16,Domestic,ILO,TAG,Boeing 737-800,Pilot J,250,2.3,2.79,8,13
2026-04-08,2026-04-06,Domestic,MNL,CEB,Airbus A320,Pilot D,205,2.03,2.61,16,22
2026-04-03,2026-03-28,Domestic,ILO,DVO,Airbus A320,Pilot B,184,2.69,3.61,32,46
2026-04-09,2026-04-02,Domestic,MNL,DGT,Airbus A321,Pilot B,113,2.38,2.17,-10,-7
2026-03-25,2026-03-21,Domestic,ILO,CRK,Airbus A320,Pilot K,177,2.24,2.09,6,-4
2026-04-10,2026-04-06,Domestic,KLO,TAG,Airbus A320,Pilot F,168,2.76,3.36,30,42
2026-04-18,2026-04-14,Domestic,KLO,PPS,Airbus A320,Pilot G,101,0.96,1.15,13,17
2026-04-16,2026-04-15,Domestic,DVO,TAG,Airbus A321,Pilot L,121,2.46,4.01,44,82
2026-04-07,2026-03-31,Domestic,PPS,MNL,Airbus A321,Pilot A,244,2.52,2.64,-10,9
2026-03-04,2026-02-26,Domestic,KLO,ILO,Airbus A320,Pilot C,158,1.46,1.2,-10,-15
2026-04-14,2026-04-07,Domestic,DVO,KLO,Boeing 737-800,Pilot J,143,1.27,2.15,29,47
2026-03-23,2026-03-22,Domestic,ILO,TAG,Boeing 737-800,Pilot G,215,1.31,1.81,31,42
2026-04-15,2026-04-09,International,CEB,DVO,Airbus A320,Pilot A,98,7.94,8.56,8,37
2026-04-02,2026-03-30,Domestic,DGT,CRK,Airbus A321,Pilot I,88,2.06,2.21,21,17
2026-04-23,2026-04-17,Domestic,PPS,CEB,ATR 72-600,Pilot B,257,1.13,1.69,28,36
2026-03-21,2026-03-14,Domestic,DVO,PPS,Boeing 737-800,Pilot J,216,2.38,2.26,-6,-3
2026-04-26,2026-04-19,Domestic,BCD,DGT,Airbus A321,Pilot J,133,1.05,1.01,-4,2
2026-04-21,2026-04-14,Domestic,BCD,CEB,Airbus A321,Pilot J,248,0.86,0.97,16,5
2026-03-21,2026-03-20,Domestic,BCD,DVO,Airbus A320,Pilot F,121,1.57,2.38,32,47
2026-03-30,2026-03-27,Domestic,MNL,CRK,ATR 72-600,Pilot D,188,1.26,1.28,-10,3
2026-04-02,2026-03-30,Domestic,TAG,DVO,ATR 72-600,Pilot K,47,3.17,3.81,8,36
2026-04-16,2026-04-12,Domestic,DGT,ILO,ATR 72-600,Pilot G,193,1.53,1.63,7,12
2026-04-12,2026-04-05,Domestic,DGT,DVO,Airbus A320,Pilot H,79,1.33,1.73,21,19
2026-04-21,2026-04-16,Domestic,DGT,CRK,Airbus A321,Pilot B,93,1.27,1.76,12,31
2026-03-23,2026-03-19,Domestic,DGT,KLO,Airbus A320,Pilot H,218,1.7,1.49,0,-9
2026-03-31,2026-03-25,Domestic,PPS,CRK,Airbus A321,Pilot G,85,2.25,3.22,39,64
2026-03-27,2026-03-25,International,MNL,CEB,Airbus A321,Pilot D,146,6.19,6.56,0,24
2026-04-25,2026-04-20,Domestic,ILO,TAG,Boeing 737-800,Pilot J,242,1.67,2.46,6,34
2026-03-19,2026-03-15,Domestic,DVO,ILO,Airbus A320,Pilot B,250,2.3,2.33,-10,2
2026-04-05,2026-04-03,Domestic,DVO,PPS,ATR 72-600,Pilot I,137,1.96,1.69,-4,-8
2026-03-08,2026-03-03,Domestic,TAG,PPS,Airbus A320,Pilot L,58,2.83,3.44,23,30
2026-04-21,2026-04-15,Domestic,TAG,PPS,Airbus A320,Pilot G,103,2.17,2.63,19,31
2026-03-24,2026-03-18,Domestic,KLO,CEB,ATR 72-600,Pilot B,175,1.5,1.87,25,20
2026-03-21,2026-03-15,International,PPS,MNL,Boeing 737-800,Pilot G,114,5.36,6.17,24,53
2026-04-05,2026-03-30,Domestic,CEB,MNL,Airbus A321,Pilot G,198,2.77,4.14,58,73
2026-03-31,2026-03-27,Domestic,DVO,PPS,Boeing 737-800,Pilot G,258,1.92,1.6,-4,-15
2026-04-21,2026-04-20,International,TAG,BCD,Airbus A320,Pilot D,176,7.21,7.86,-10,29
2026-04-02,2026-03-26,Domestic,ILO,PPS,Airbus A320,Pilot H,177,2.91,2.73,-10,-3
2026-04-01,2026-03-28,Domestic,KLO,BCD,Airbus A321,Pilot D,156,1.27,0.98,-3,-15
2026-03-07,2026-03-02,Domestic,ILO,DGT,Airbus A321,Pilot G,81,2.69,2.61,-9,-15
2026-03-02,2026-03-01,Domestic,DVO,KLO,Boeing 737-800,Pilot H,167,2.24,3.03,14,46
2026-03-25,2026-03-18,Domestic,TAG,PPS,Airbus A320,Pilot H,245,2.08,3.65,40,78
2026-04-30,2026-04-23,Domestic,PPS,CRK,Boeing 737-800,Pilot J,191,2.03,3.15,46,69
2026-04-25,2026-04-18,International,BCD,DGT,ATR 72-600,Pilot K,205,10.31,11.21,23,52
2026-04-08,2026-04-06,Domestic,CRK,TAG,Airbus A320,Pilot J,229,2.27,3.93,59,86
2026-04-08,2026-04-02,Domestic,BCD,TAG,Airbus A320,Pilot J,125,2.09,2.22,4,19
2026-03-24,2026-03-19,Domestic,DGT,KLO,Airbus A321,Pilot K,113,0.92,0.74,-10,1
2026-03-11,2026-03-09,Domestic,BCD,CRK,ATR 72-600,Pilot C,253,1.88,2.62,35,50
2026-03-01,2026-02-25,Domestic,ILO,CEB,Boeing 737-800,Pilot D,141,2.98,3.21,-10,8
2026-03-21,2026-03-17,Domestic,DVO,ILO,Boeing 737-800,Pilot G,201,2.51,2.1,-5,-13
2026-03-20,2026-03-15,Domestic,KLO,PPS,Airbus A321,Pilot F,179,0.92,1.67,23,41
2026-03-12,2026-03-11,Domestic,CRK,PPS,Airbus A320,Pilot I,67,2.92,3.67,10,41
2026-03-16,2026-03-12,Domestic,BCD,CRK,Boeing 737-800,Pilot A,109,2.78,3.17,8,9
2026-03-02,2026-02-25,Domestic,MNL,DVO,Airbus A320,Pilot B,111,2.11,2.05,-10,-11
2026-04-07,2026-04-01,Domestic,CEB,ILO,Boeing 737-800,Pilot I,79,0.85,1.33,12,26
2026-04-26,2026-04-20,Domestic,PPS,TAG,Airbus A320,Pilot J,211,2.15,2.76,34,27
2026-04-12,2026-04-07,Domestic,CRK,MNL,Airbus A321,Pilot D,252,0.93,0.88,12,-7
2026-03-28,2026-03-23,Domestic,ILO,CRK,Boeing 737-800,Pilot D,252,1.57,1.85,-6,20
2026-03-26,2026-03-25,Domestic,KLO,DVO,Airbus A321,Pilot G,82,2.31,1.96,-10,-13
2026-03-19,2026-03-13,Domestic,ILO,TAG,Boeing 737-800,Pilot F,138,2.99,2.91,-6,-1
2026-03-09,2026-03-06,Domestic,PPS,ILO,Airbus A321,Pilot C,91,1.66,1.91,21,15
2026-04-06,2026-04-02,Domestic,DVO,MNL,ATR 72-600,Pilot G,53,2.86,3.68,20,48
2026-04-04,2026-03-31,Domestic,PPS,DVO,ATR 72-600,Pilot J,176,3.0,2.98,-6,14
2026-03-01,2026-02-22,Domestic,DVO,MNL,ATR 72-600,Pilot I,229,0.85,0.67,-10,-9
2026-03-26,2026-03-23,Domestic,CRK,ILO,Boeing 737-800,Pilot J,57,1.37,1.46,21,5
2026-03-17,2026-03-14,Domestic,KLO,DGT,Boeing 737-800,Pilot H,181,2.5,2.42,-8,-9
2026-03-11,2026-03-05,Domestic,TAG,KLO,Boeing 737-800,Pilot K,47,2.62,3.52,27,42
2026-04-12,2026-04-07,Domestic,DVO,TAG,Airbus A321,Pilot C,225,1.74,1.81,-5,3
2026-04-02,2026-03-30,International,KLO,PPS,Airbus A321,Pilot A,54,10.38,10.22,-10,-3
2026-04-08,2026-04-05,International,MNL,TAG,Boeing 737-800,Pilot B,135,10.93,11.11,15,24
2026-04-13,2026-04-07,Domestic,MNL,CRK,Airbus A320,Pilot L,67,2.58,4.05,64,83
2026-04-29,2026-04-23,International,PPS,DGT,Airbus A320,Pilot H,130,8.77,9.2,28,32
2026-04-18,2026-04-16,Domestic,PPS,DVO,ATR 72-600,Pilot C,134,1.01,1.58,15,28
2026-04-07,2026-04-04,International,CRK,ILO,Airbus A320,Pilot K,158,11.67,11.95,20,7
2026-04-23,2026-04-17,International,BCD,TAG,Boeing 737-800,Pilot D,222,6.02,6.52,-10,41
2026-03-30,2026-03-29,Domestic,CRK,DVO,Boeing 737-800,Pilot H,259,3.04,2.94,-10,-10
2026-04-30,2026-04-28,Domestic,DVO,CEB,Airbus A320,Pilot C,115,2.99,3.13,-10,-1
2026-04-16,2026-04-14,International,ILO,CEB,ATR 72-600,Pilot B,243,8.93,10.14,50,65
2026-04-09,2026-04-05,International,CRK,MNL,Airbus A320,Pilot D,134,9.27,9.75,46,44
2026-04-25,2026-04-21,International,TAG,KLO,ATR 72-600,Pilot C,66,6.63,6.96,21,26
2026-04-01,2026-03-29,Domestic,ILO,DGT,ATR 72-600,Pilot G,172,1.25,1.43,15,20
2026-04-13,2026-04-12,Domestic,CRK,DVO,Airbus A320,Pilot A,199,1.68,1.49,-10,-15
2026-03-18,2026-03-13,International,KLO,ILO,Airbus A320,Pilot C,106,10.84,11.22,7,20
2026-04-28,2026-04-22,Domestic,PPS,DGT,Airbus A321,Pilot G,169,2.79,2.9,51,26
2026-04-08,2026-04-06,Domestic,DVO,PPS,Airbus A321,Pilot E,135,1.15,1.98,15,52
2026-04-17,2026-04-12,Domestic,DGT,MNL,Airbus A320,Pilot H,71,2.35,2.76,0,19
2026-03-29,2026-03-23,Domestic,ILO,KLO,Embraer E190,Pilot H,124,3.16,3.29,-10,7
2026-04-22,2026-04-18,Domestic,BCD,CEB,Airbus A320,Pilot L,134,2.45,2.73,42,16
2026-03-05,2026-02-28,Domestic,DGT,DVO,ATR 72-600,Pilot K,115,0.99,0.96,10,1
2026-03-07,2026-03-05,Domestic,ILO,DVO,Airbus A320,Pilot C,241,2.98,3.19,-10,20
2026-03-31,2026-03-24,Domestic,CEB,BCD,Embraer E190,Pilot I,125,2.34,3.54,-8,72
2026-04-14,2026-04-07,International,PPS,CEB,Airbus A320,Pilot H,177,5.42,5.71,-10,17
2026-04-19,2026-04-14,Domestic,MNL,DVO,Airbus A321,Pilot H,42,2.38,3.0,9,33
2026-03-27,2026-03-20,Domestic,ILO,DVO,Boeing 737-800,Pilot J,108,2.91,3.51,17,31
2026-04-09,2026-04-04,Domestic,DGT,CRK,Airbus A320,Pilot B,234,1.95,1.81,1,-9
2026-04-03,2026-03-29,International,ILO,BCD,ATR 72-600,Pilot E,236,10.26,11.26,29,52
2026-04-28,2026-04-22,Domestic,BCD,CRK,Airbus A320,Pilot J,255,1.89,1.83,14,-1
2026-04-09,2026-04-08,Domestic,KLO,CRK,Boeing 737-800,Pilot K,52,0.97,1.1,35,18
2026-03-26,2026-03-24,Domestic,DVO,KLO,Boeing 737-800,Pilot A,229,2.69,2.51,4,-14
2026-04-29,2026-04-27,Domestic,CRK,BCD,Boeing 737-800,Pilot F,98,1.1,2.82,79,102
2026-03-07,2026-03-02,Domestic,KLO,MNL,Airbus A320,Pilot D,41,1.75,1.88,0,4
2026-04-30,2026-04-28,International,CEB,TAG,Airbus A320,Pilot C,60,10.58,10.41,-8,-1
2026-03-10,2026-03-07,Domestic,ILO,DGT,Airbus A320,Pilot A,205,1.47,1.6,-10,-5
2026-03-18,2026-03-14,Domestic,ILO,BCD,Airbus A321,Pilot G,170,1.77,1.72,7,-8
2026-04-20,2026-04-14,International,TAG,KLO,Airbus A320,Pilot I,166,11.7,11.42,-10,-15
2026-04-14,2026-04-10,Domestic,CEB,BCD,Embraer E190,Pilot G,234,1.55,1.64,18,12
2026-04-29,2026-04-28,International,TAG,ILO,Boeing 737-800,Pilot E,60,6.51,6.39,-10,-15
2026-04-15,2026-04-10,Domestic,ILO,CRK,Boeing 737-800,Pilot J,58,2.89,2.96,16,12
2026-04-08,2026-04-05,Domestic,BCD,CRK,Airbus A321,Pilot H,245,3.13,3.15,-10,-15
2026-03-22,2026-03-21,International,KLO,CEB,Airbus A320,Pilot K,173,10.21,10.45,4,19
2026-03-01,2026-02-24,Domestic,DVO,TAG,Boeing 737-800,Pilot E,210,1.58,2.49,25,42
2026-03-08,2026-03-06,Domestic,DGT,CRK,Airbus A321,Pilot C,155,0.91,1.64,63,45
2026-03-19,2026-03-15,International,DVO,TAG,Airbus A321,Pilot F,71,7.2,7.22,-10,-10
2026-03-03,2026-02-24,Domestic,MNL,DGT,Airbus A321,Pilot G,154,1.74,2.44,9,47
2026-03-31,2026-03-29,Domestic,PPS,KLO,Boeing 737-800,Pilot F,252,3.03,2.78,-4,-15
2026-04-17,2026-04-10,Domestic,BCD,KLO,Embraer E190,Pilot J,65,2.55,2.75,-7,6
2026-04-28,2026-04-24,Domestic,TAG,DVO,Airbus A320,Pilot A,67,1.64,1.77,-4,3
2026-03-30,2026-03-23,Domestic,ILO,DVO,Airbus A321,Pilot G,116,3.12,4.17,30,55
2026-04-23,2026-04-17,Domestic,MNL,PPS,Airbus A320,Pilot F,140,1.83,1.95,1,11
2026-04-30,2026-04-24,Domestic,MNL,ILO,Airbus A321,Pilot C,178,1.46,2.44,61,58
2026-04-22,2026-04-20,Domestic,ILO,CEB,Boeing 737-800,Pilot H,74,1.82,2.42,21,27
2026-03-29,2026-03-23,Domestic,DVO,TAG,Airbus A320,Pilot J,245,1.31,1.16,-10,-4
2026-03-20,2026-03-17,International,DGT,ILO,Boeing 737-800,Pilot G,73,8.44,8.63,4,7
2026-04-29,2026-04-22,Domestic,CEB,BCD,Airbus A321,Pilot B,84,1.67,1.39,-6,-15
2026-03-15,2026-03-08,International,TAG,CRK,Airbus A320,Pilot A,252,8.54,9.51,30,57
2026-03-26,2026-03-21,Domestic,DVO,KLO,Embraer E190,Pilot F,122,1.73,1.97,-10,14
2026-03-05,2026-02-26,International,CEB,PPS,Airbus A321,Pilot I,165,4.65,4.31,-10,-15
2026-04-18,2026-04-14,Domestic,DVO,TAG,ATR 72-600,Pilot D,135,2.34,2.29,-1,-1
2026-04-09,2026-04-08,Domestic,CEB,DVO,Airbus A321,Pilot D,97,1.97,2.45,27,28
2026-03-06,2026-02-27,International,ILO,BCD,Embraer E190,Pilot K,151,5.39,5.76,39,23
2026-03-14,2026-03-10,Domestic,CRK,DGT,Airbus A321,Pilot A,210,2.96,3.37,42,13
2026-04-03,2026-04-02,Domestic,KLO,BCD,Airbus A321,Pilot A,42,2.11,2.51,24,17
2026-04-02,2026-04-01,Domestic,KLO,CEB,ATR 72-600,Pilot B,232,1.48,1.66,10,9
2026-04-18,2026-04-12,Domestic,MNL,CEB,Airbus A321,Pilot L,80,2.91,2.95,29,8
2026-03-17,2026-03-10,Domestic,CEB,DVO,Airbus A321,Pilot F,241,0.93,0.8,-10,-2
2026-04-26,2026-04-21,Domestic,CEB,DVO,Embraer E190,Pilot B,251,1.55,2.05,-10,16
2026-03-28,2026-03-24,Domestic,CEB,PPS,Boeing 737-800,Pilot D,245,2.09,2.67,22,42
2026-04-20,2026-04-17,Domestic,MNL,DGT,Boeing 737-800,Pilot L,183,1.62,1.52,-10,-7
2026-03-15,2026-03-12,Domestic,CRK,KLO,Boeing 737-800,Pilot I,239,1.94,1.73,11,-15
2026-03-03,2026-02-28,Domestic,KLO,MNL,ATR 72-600,Pilot C,229,1.43,1.94,15,33
2026-03-04,2026-03-02,Domestic,CRK,PPS,ATR 72-600,Pilot C,180,1.11,1.41,17,25
2026-03-23,2026-03-22,Domestic,CRK,ILO,Boeing 737-800,Pilot A,236,0.89,1.56,33,46
2026-04-28,2026-04-24,Domestic,ILO,PPS,Airbus A321,Pilot J,115,1.18,2.28,30,70
2026-03-03,2026-03-01,Domestic,KLO,ILO,Airbus A320,Pilot B,223,3.09,3.1,16,6
2026-03-23,2026-03-21,Domestic,CRK,BCD,Boeing 737-800,Pilot D,243,2.18,2.09,2,-15
